项目经理名称,决策状态,回购进程,当前审批人,电池型号,电池SN,回购业务编号,回购决策编号,业务状态,创建时间,更新时间,车辆品牌,车架号,回购来源,所属部门,付款申请编号,付款申请时间,付款申请状态,付款时间,收款方,回购金额,已付款金额,未付款金额,支付方式,付款明细状态,租售决策通过时间,总部套数,付款套数,距离今天天数
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4VJJ25,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM445TX088838,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4VJJ18,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM444TX088846,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4VJJ12,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM444TX088832,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4SJJ69,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM443TX088840,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4SJJ66,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM443TX088837,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4SJJ63,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM442TX088845,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4SJJ38,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM442TX088831,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4SJJ34,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM441TX088836,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4SJJ30,LDJT-2026-014-DTSYOQC-15836,PPS-202607-056,已会签,2026-07-01 15:51:50.0,2026-07-07 10:06:51.0,陕重汽,LZGJLM440TX088844,大同市亚欧汽车销售服务有限公司,事业二部一组,,,-,,,308100.0,,,,,2026-07-07,18.0,18,10
白昊昊,审批通过,回购中,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBFCVG010,LDJT-2026-014-DYS-09008,PPS-202604-1873,已会签,2026-04-27 15:32:36.0,2026-05-15 13:31:50.0,徐工,LC1HNYBK9S0073809,山西鼎裕昇商贸有限公司,事业二部三组,PREQ-20260624-0030,2026-07-07 10:22:44.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-05-15,1.0,1,63
王晓琪,审批通过,回购中,,CTB-CVP-400kWh电池系统（兰钧）,0PFPBF19G522,LDJT-2026-014-EHYS-11424,PPS-202605-209,已会签,2026-05-20 11:16:57.0,2026-05-21 19:07:30.0,徐工,LC1HMYBF9R0021094,大同市二红运输有限公司,事业二部三组,PREQ-20260626-0036,2026-06-30 11:04:17.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-05-21,4.0,4,57
王晓琪,审批通过,回购中,,CTB-CVP-400kWh电池系统（兰钧）,0PFPBF19G518,LDJT-2026-014-EHYS-11424,PPS-202605-209,已会签,2026-05-20 11:16:57.0,2026-05-21 19:07:30.0,徐工,LC1HMYBF8R0021085,大同市二红运输有限公司,事业二部三组,PREQ-20260626-0036,2026-06-30 11:04:17.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-05-21,4.0,4,57
王晓琪,审批通过,回购中,,CTB-CVP-400kWh电池系统（兰钧）,0PFPBF19G511,LDJT-2026-014-EHYS-11424,PPS-202605-209,已会签,2026-05-20 11:16:57.0,2026-05-21 19:07:30.0,徐工,LC1HMYBF3R0021091,大同市二红运输有限公司,事业二部三组,PREQ-20260626-0036,2026-06-30 11:04:17.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-05-21,4.0,4,57
王晓琪,审批通过,回购中,,CTB-CVP-400kWh电池系统（兰钧）,0PFPBF19G502,LDJT-2026-014-EHYS-11424,PPS-202605-209,已会签,2026-05-20 11:16:57.0,2026-05-21 19:07:30.0,徐工,LC1HMYBF3R0021088,大同市二红运输有限公司,事业二部三组,PREQ-20260626-0036,2026-06-30 11:04:17.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-05-21,4.0,4,57
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBLHF13,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFLXTL404512,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC3HF03,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFLXTL404509,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBWHF26,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL9TL404520,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBVHF23,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL9TL404517,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBRHF31,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL7TL404516,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBRHF15,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL7TL404502,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBRHF13,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL6TL404507,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBPHF34,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL5TL404515,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBPHF27,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL5TL404501,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBPHF26,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL4TL404506,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFB3HF10,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL3TL404514,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAFJC26,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL2TL404505,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFA2JC04,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLFL0TL404504,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFA0HF21,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLF8XSL224389,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
秦凯琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFA0HF07,LDJT-2026-014-FTDQCFW-11852,PPS-202605-1323,已会签,2026-05-25 10:38:29.0,2026-05-28 11:51:05.0,柳汽,LNXKBLF88SL224388,大同富通达汽车服务有限公司,事业二部一组,,,-,,,329400.0,,,,,2026-05-28,15.0,15,50
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG4WHF12,LDJT-2026-014-FXAHYB-13692,PPS-202606-770,已会签,2026-06-10 16:22:05.0,2026-06-26 09:29:09.0,陕重汽,LZGJLM448TX075856,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0018,2026-07-15 09:30:22.0,草稿,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-06-26,1.0,1,21
王晓琪,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBF85G003,LDJT-2026-014-HCSM-08079,PPS-202604-965,终止中,2026-04-20 17:36:12.0,2026-07-15 16:45:46.0,徐工,LC1HMYBF1S0040213,大同市禾成商贸有限公司,事业二部三组,PREQ-20260630-0006,2026-06-30 09:16:22.0,草稿,,,363300.0,0.0,363300.0,商业承兑汇票,待付款,2026-04-26,1.0,1,82
尚勇磊,审批通过,回购中,,CTB-CVP-400kWh电池系统（兰钧）,AD5PBFANG017,LDJT-2026-014-HCSM-12960,PPS-202605-1620,已会签,2026-06-03 16:03:59.0,2026-06-09 10:36:08.0,徐工,LC1HMYBF7S0040314,大同市禾成商贸有限公司,事业二部二组,PREQ-20260702-0048,2026-07-03 15:03:12.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-09,1.0,1,38
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBMJJ06,LDJT-2026-014-HJ-04646,PPS-202603-483,已会签,2026-03-16 11:46:17.0,2026-07-01 10:18:14.0,徐工,LC1HMYBF6S0035377,山西八达豪远商贸有限公司,事业二部三组,PREQ-20260710-0001,2026-07-10 13:00:53.0,审批拒绝,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-07-01,1.0,1,16
王晓琪,审批通过,回购中,蒲映超,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC8JJ40,LDJT-2026-014-HJA-14720,PPS-202606-1435,已会签,2026-06-20 11:53:52.0,2026-07-13 09:51:12.0,陕重汽,LZGJLM440TX055424,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0011,2026-07-15 09:19:08.0,审批中,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-07-02,1.0,1,15
马琛超,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFC6JJ18,LDJT-2026-014-HJGQ-14328,PPS-202606-1147,已会签,2026-06-16 11:14:14.0,2026-06-24 09:33:02.0,陕重汽,LZGJLM446TX038000,山西高镪贸易股份有限公司,事业二部三组,PREQ-20260713-0066,2026-07-13 14:21:47.0,审批中,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-24,1.0,1,23
马琛超,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG32JJ18,LDJT-2026-014-HTQM-13862,PPS-202606-380,已会签,2026-06-11 17:16:56.0,2026-06-19 21:35:33.0,柳汽,LNXKBLF88TL407789,运城市昊通汽贸有限公司,事业二部三组,PREQ-20260706-0021,2026-07-06 15:49:54.0,审批中,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-19,1.0,1,28
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFAVHF01,LDJT-2026-014-HTQM-13882,PPS-202606-708,已会签,2026-06-11 19:02:58.0,2026-06-19 21:35:39.0,柳汽,LNXKBLFL3TL402326,运城市昊通汽贸有限公司,事业二部三组,PREQ-20260706-0073,2026-07-06 17:28:23.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-19,2.0,2,28
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBVHF37,LDJT-2026-014-HTQM-13882,PPS-202606-708,已会签,2026-06-11 19:02:58.0,2026-06-19 21:35:39.0,柳汽,LNXKBLFL1TL402325,运城市昊通汽贸有限公司,事业二部三组,PREQ-20260706-0073,2026-07-06 17:28:23.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-19,2.0,2,28
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBRHF01,LDJT-2026-014-HYJT-12882,PPS-202606-206,已会签,2026-06-03 11:59:12.0,2026-06-09 10:34:23.0,陕重汽,LZGJLM447TX039219,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0092,2026-07-08 16:49:37.0,审批中,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-09,2.0,2,38
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBCHF13,LDJT-2026-014-HYJT-12882,PPS-202606-206,已会签,2026-06-03 11:59:12.0,2026-06-09 10:34:23.0,陕重汽,LZGJLM443TX039217,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0092,2026-07-08 16:49:37.0,审批中,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-09,2.0,2,38
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3TJJ56,LDJT-2026-014-HYJT-12925,PPS-202606-227,已会签,2026-06-03 14:30:08.0,2026-06-09 10:32:50.0,陕重汽,LZGCR246XTX070980,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0004,2026-07-08 16:53:53.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-09,5.0,5,38
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3TJJ55,LDJT-2026-014-HYJT-12925,PPS-202606-227,已会签,2026-06-03 14:30:08.0,2026-06-09 10:32:50.0,陕重汽,LZGCR246XTX070977,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0004,2026-07-08 16:53:53.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-09,5.0,5,38
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3TJJ53,LDJT-2026-014-HYJT-12925,PPS-202606-227,已会签,2026-06-03 14:30:08.0,2026-06-09 10:32:50.0,陕重汽,LZGCR2463TX070979,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0004,2026-07-08 16:53:53.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-09,5.0,5,38
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3TJJ52,LDJT-2026-014-HYJT-12925,PPS-202606-227,已会签,2026-06-03 14:30:08.0,2026-06-09 10:32:50.0,陕重汽,LZGCR2461TX070981,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0004,2026-07-08 16:53:53.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-09,5.0,5,38
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3TJJ47,LDJT-2026-014-HYJT-12925,PPS-202606-227,已会签,2026-06-03 14:30:08.0,2026-06-09 10:32:50.0,陕重汽,LZGCR2461TX070978,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0004,2026-07-08 16:53:53.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-09,5.0,5,38
王晓琪,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB4HF18,LDJT-2026-014-HYJT-13309,PPS-202606-492,已会签,2026-06-08 09:47:05.0,2026-06-17 13:02:14.0,陕重汽,LZGJLM442TX039225,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0013,2026-07-03 10:32:03.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-17,2.0,2,30
王晓琪,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFB9HF22,LDJT-2026-014-HYJT-13309,PPS-202606-492,已会签,2026-06-08 09:47:05.0,2026-06-17 13:02:14.0,陕重汽,LZGJLM440TX039224,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0013,2026-07-03 10:32:03.0,待执行,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-17,2.0,2,30
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBWHF08,LDJT-2026-014-HYJT-13335,PPS-202606-456,已会签,2026-06-08 10:46:50.0,2026-06-30 19:06:35.0,陕重汽,LZGJLM443TX039220,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0008,2026-07-08 09:03:27.0,审批中,,,329400.0,0.0,329400.0,商业承兑汇票,待付款,2026-06-30,1.0,1,17
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBEHF20,LDJT-2026-014-HYJT-13519,PPS-202606-641,已会签,2026-06-09 11:13:05.0,2026-06-17 13:01:17.0,陕重汽,LZGJL4449TX047998,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0031,2026-07-15 09:59:07.0,草稿,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-17,1.0,1,30
白昊昊,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1SJJ21,LDJT-2026-014-HYJT-13559,PPS-202606-673,已会签,2026-06-09 15:25:35.0,2026-06-17 13:00:09.0,陕重汽,LZGJLM442TX055411,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0074,2026-07-14 18:57:42.0,审批中,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-06-17,2.0,2,30
白昊昊,审批通过,回购中,柯恒,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1NJJ11,LDJT-2026-014-HYJT-13559,PPS-202606-673,已会签,2026-06-09 15:25:35.0,2026-06-17 13:00:09.0,陕重汽,LZGJLM440TX055410,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0074,2026-07-14 18:57:42.0,审批中,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-06-17,2.0,2,30
尚勇磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1NJJ19,LDJT-2026-014-HYJT-13850,PPS-202606-810,已会签,2026-06-11 16:45:05.0,2026-07-02 19:06:52.0,陕重汽,LZGJLM443TX055420,山西华源晋通汽贸有限公司,事业二部二组,PREQ-20260715-0121,2026-07-15 19:22:50.0,草稿,,,308100.0,0.0,308100.0,汇款,待付款,2026-07-02,1.0,1,15
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC8JJ38,LDJT-2026-014-HYJT-14074,PPS-202606-1016,已会签,2026-06-15 09:48:32.0,2026-06-24 09:38:08.0,陕重汽,LZGJLM446TX055427,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0021,2026-07-15 09:40:23.0,草稿,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-06-24,1.0,1,23
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC8JJ41,LDJT-2026-014-HYJT-14101,PPS-202606-1029,已会签,2026-06-15 10:49:55.0,2026-06-24 09:39:27.0,陕重汽,LZGJLM442TX055425,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260703-0010,2026-07-03 10:11:02.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-24,1.0,1,23
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1SJJ16,LDJT-2026-014-HYJT-14388,PPS-202606-1226,已会签,2026-06-16 15:47:29.0,2026-06-28 13:58:16.0,陕重汽,LZGJLM44XTX055415,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0026,2026-07-15 09:47:43.0,草稿,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-06-28,3.0,3,19
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1NJJ26,LDJT-2026-014-HYJT-14388,PPS-202606-1226,已会签,2026-06-16 15:47:29.0,2026-06-28 13:58:16.0,陕重汽,LZGJLM443TX055417,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0026,2026-07-15 09:47:43.0,草稿,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-06-28,3.0,3,19
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1NJJ14,LDJT-2026-014-HYJT-14388,PPS-202606-1226,已会签,2026-06-16 15:47:29.0,2026-06-28 13:58:16.0,陕重汽,LZGJLM441TX055416,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0026,2026-07-15 09:47:43.0,草稿,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-06-28,3.0,3,19
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG23JJ04,LDJT-2026-014-HYJT-14462,PPS-202606-1271,已会签,2026-06-17 09:32:32.0,2026-06-30 19:06:13.0,陕重汽,LZGJLM447TX055419,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0109,2026-07-08 17:30:11.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-30,2.0,2,17
王晓琪,审批通过,回购中,"郭涛,魏然",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1PJJ13,LDJT-2026-014-HYJT-14462,PPS-202606-1271,已会签,2026-06-17 09:32:32.0,2026-06-30 19:06:13.0,陕重汽,LZGJLM445TX055418,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0109,2026-07-08 17:30:11.0,审批中,,,308100.0,0.0,308100.0,商业承兑汇票,待付款,2026-06-30,2.0,2,17
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC3HF07,LDJT-2026-014-HYJT-15114,PPS-202606-1726,已会签,2026-06-24 14:14:13.0,2026-07-02 19:35:31.0,陕重汽,LZGJL4447TX047997,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0028,2026-07-15 09:52:11.0,草稿,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-02,1.0,1,15
白昊昊,审批通过,回购中,"陈若平,柯恒,资管中心,张长明",CTB-CVP-400kWh电池系统（兰钧）,0PFPBECDG108,LDJT-2026-014-JCGY-08847,PPS-202604-1759,已会签,2026-04-25 14:53:04.0,2026-05-19 14:58:58.0,解放,LFWSRUDL7RNB12926,晋城市合一汽车贸易有限公司,事业二部三组,PREQ-20260701-0055,2026-07-07 10:33:40.0,审批中,,,408388.5,0.0,408388.5,汇款,待付款,2026-05-19,2.0,2,59
